date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:41:01	250702/250702	---M-Z	200	added ('OK')	text/html	etag:%223d34e-618d9239711ed%22	https://www.labanquepostale.fr/particulier/footer/contacts.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/contacts.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:03	234111/234111	---M-Z	200	added ('OK')	text/html	etag:%223927f-618d97ffc5676%22	https://www.labanquepostale.fr/particulier/accompagner/nl-globale.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/accompagner/nl-globale.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:03	221327/221327	---M-Z	200	added ('OK')	text/html	etag:%223608f-618d946832f57%22	https://www.labanquepostale.fr/particulier/footer/mentions-legales.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/mentions-legales.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:05	100459/100459	---M-Z	200	added ('OK')	application/javascript	etag:%22defab631c875b58429001617b21f92fa+gzip%22	http://cdn.tagcommander.com/2623/tc_LaBanquePostale_4.js	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/cdn.tagcommander.com/2623/tc_LaBanquePostale_4.js	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:05	260187/260187	---M-Z	200	added ('OK')	text/html	etag:%223f85b-618d925592b1e%22	https://www.labanquepostale.fr/particulier/footer/tarifs.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/tarifs.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:05	268852/268852	---M-Z	200	added ('OK')	text/html	etag:%2241a34-618d9a24db57a%22	https://www.labanquepostale.fr/particulier/footer/cookies.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/cookies.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:05	262096/262096	---M-Z	200	added ('OK')	text/html	etag:%223ffd0-618d9240fb87f%22	https://www.labanquepostale.fr/particulier/footer/donnees-personnelles.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/donnees-personnelles.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:06	218130/218130	---M-Z	200	added ('OK')	text/html	etag:%2235412-618d9581dbffe%22	https://www.labanquepostale.fr/particulier/footer/centres-financiers.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/centres-financiers.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:06	236320/236320	---M-Z	200	added ('OK')	text/html	etag:%2239b20-618d9950a761f%22	https://www.labanquepostale.fr/particulier/footer/actualisation-des-informations-personnelles.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/actualisation-des-informations-personnelles.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:07	214595/214595	---M-Z	200	added ('OK')	text/html	etag:W/%2234643-618da78bdd17f%22	https://www.labanquepostale.fr/particulier/footer/assistance-technique.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/assistance-technique.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:07	270755/270755	---M-Z	200	added ('OK')	text/html	etag:%22421a3-618d95ad0693d%22	https://www.labanquepostale.fr/particulier/footer/alertes-et-fraudes.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/alertes-et-fraudes.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:07	257367/257367	---M-Z	200	added ('OK')	text/html	etag:%223ed57-618d9642c63f0%22	https://www.labanquepostale.fr/particulier/footer/reclamation.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/reclamation.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:08	236329/236329	---M-Z	200	added ('OK')	text/html	etag:%2239b29-618d971d54676%22	https://www.labanquepostale.fr/particulier/footer/cgu-operation-rcs.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/cgu-operation-rcs.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:08	226157/226157	---M-Z	200	added ('OK')	text/html	etag:%223736d-618d91cd86470%22	https://www.labanquepostale.fr/particulier/footer/aide-navigateurs-internet.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/aide-navigateurs-internet.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:09	284440/284440	---M-Z	200	added ('OK')	text/html	etag:W/%2245718-618da78cf02ad%22	https://www.labanquepostale.fr/particulier/footer/list-actu-reglementaires.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/list-actu-reglementaires.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:09	223919/223919	---M-Z	200	added ('OK')	text/html	etag:W/%2236aaf-618da78e09ac3%22	https://www.labanquepostale.fr/particulier/footer/cache-navigateur.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/cache-navigateur.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:09	257389/257389	---M-Z	200	added ('OK')	text/html	etag:%223ed6d-618d92499ce61%22	https://www.labanquepostale.fr/particulier/footer/lexique.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/lexique.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:09	223950/223950	---M-Z	200	added ('OK')	text/html	etag:%2236ace-618d9223200cf%22	https://www.labanquepostale.fr/particulier/footer/accessibilite.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/accessibilite.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:11	218125/218125	---M-Z	200	added ('OK')	text/html	etag:%223540d-618da15d77587%22	https://www.labanquepostale.fr/particulier/footer/fonds-de-garantie.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/fonds-de-garantie.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:11	231624/231624	---M-Z	200	added ('OK')	text/html	etag:W/%22388c8-618da78f7f3fd%22	https://www.labanquepostale.fr/particulier/footer/declaration-d-accessibilite.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/declaration-d-accessibilite.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:12	215402/215402	---M-Z	200	added ('OK')	text/html	etag:W/%223496a-618da790b7fec%22	https://www.labanquepostale.fr/particulier/footer/resiliation.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/footer/resiliation.html	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:12	13983/13983	---M-Z	200	added ('OK')	application/javascript	etag:%22369f-5ee9baa2d7280%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/vendors/iframeresizer-4-3-2.min.169d92f5d63c70731f8703bed413e3b0.js	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/vendors/iframeresizer-4-3-2.min.169d92f5d63c70731f8703bed413e3b0.js	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:19	352700/352700	---M-Z	200	added ('OK')	application/javascript	etag:%2223a9f0ccb8a1c72b9ec0f1399bf74353+gzip%22	http://cdn.tagcommander.com/2623/tc_LaBanquePostale_6.js	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/cdn.tagcommander.com/2623/tc_LaBanquePostale_6.js	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:27	588219/588219	---M-Z	200	added ('OK')	application/javascript	etag:%2290461df4a9d742b5111c3d2a60a9d25a+gzip%22	http://cdn.tagcommander.com/2623/tc_LaBanquePostale_5.js	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/cdn.tagcommander.com/2623/tc_LaBanquePostale_5.js	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:27	182708/182708	---M--	200	added ('OK')	application/octet-stream	etag:%222c9b4-5dc0fecfa4c80%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Regular.woff2	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Regular.woff2	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:27	504275/504275	---MCZ	200	added ('OK')	application/javascript	etag:%227b1d3-6165b203d7ec0%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/sitepublic/clientlibs/base-login.min.17c0c2b9f2514aa9dbbb9c03516fa2e1.js	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/sitepublic/clientlibs/base-login.min.17c0c2b9f2514aa9dbbb9c03516fa2e1.js	(from https://www.labanquepostale.fr/particulier/connexion-espace-client.html)
04:41:27	309192/309192	---M--	200	added ('OK')	application/x-font-woff	etag:%224b7c8-5dc0f536fa880%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Regular.woff	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Regular.woff	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:27	184912/184912	---M--	200	added ('OK')	application/octet-stream	etag:%222d250-5dc0f536fa880%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Bold.woff2	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Bold.woff2	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:28	176748/176748	---M--	200	added ('OK')	application/octet-stream	etag:%222b26c-5dc0f536fa880%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Black.woff2	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Black.woff2	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:28	309728/309728	---M--	200	added ('OK')	application/x-font-woff	etag:%224b9e0-5dc0fecfa4c80%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Bold.woff	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Bold.woff	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:28	27800/27800	---M--	200	added ('OK')	application/octet-stream	etag:%226c98-5ff072d838040%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Light.woff2	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Light.woff2	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:29	4088/4088	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Apr%202022%2012:50:42%20GMT	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon.eot?5rw1hj	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon2a73.eot	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:29	312760/312760	---M--	200	added ('OK')	application/x-font-woff	etag:%224c5b8-5f1e88acdc0c0%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Light.woff	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Light.woff	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:29	297272/297272	---M--	200	added ('OK')	application/x-font-woff	etag:%2248938-5dc0fecfa4c80%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Black.woff	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/lato/Lato-Black.woff	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:29	3924/3924	---M-Z	200	added ('OK')	application/x-font-ttf	date:Thu,%2007%20Apr%202022%2012:50:42%20GMT	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon.ttf?5rw1hj	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon2a73.ttf	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:29	4000/4000	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2007%20Apr%202022%2012:07:17%20GMT	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon.woff?5rw1hj	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon2a73.woff	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:31	10213/10213	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Apr%202022%2012:07:17%20GMT	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon.svg?5rw1hj	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts/resources/fonts/icomoon/icomoon2a73.svg	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base-fonts.min.fbf89f738d37cd40c32a0aa2e73ba6a1.css)
04:41:31	5087/5087	---M--	200	added ('OK')	image/jpeg	etag:%2213df-5dc0fecfa4c80%22	https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base/resources/glass/Glassmorphism.jpeg	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/etc.clientlibs/labanquepostale/commons/clientlibs/designsystem/base/resources/glass/Glassmorphism.jpg	(from https://www.labanquepostale.fr/etc.clientlibs/labanquepostale/sitepublic/clientlibs/base.min.23389fd45b7dbabc3e82523c68f80c86.css)
04:41:31	303011/303011	---M-Z	200	added ('OK')	text/html	etag:%2249fa3-618da1d6a382c%22	https://www.labanquepostale.fr/particulier/solutions-jeunes.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/solutions-jeunes.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:33	282872/282872	---M-Z	200	added ('OK')	text/html	etag:W/%22450f8-618da7a48afa1%22	https://www.labanquepostale.fr/particulier/solutions-famille.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/solutions-famille.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:34	285469/285469	---M-Z	200	added ('OK')	text/html	etag:W/%2245b1d-618da7a567552%22	https://www.labanquepostale.fr/particulier/solutions-retraites.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/solutions-retraites.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:34	276461/276461	---M-Z	200	added ('OK')	text/html	etag:W/%22437ed-618da7a639d67%22	https://www.labanquepostale.fr/particulier/solutions-patrimoniales.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/solutions-patrimoniales.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:35	294752/294752	---M-Z	200	added ('OK')	text/html	etag:%2247f60-618d9165fec7a%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/ouvrir-un-compte.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/ouvrir-un-compte.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:35	277071/277071	---M-Z	200	added ('OK')	text/html	etag:%2243a4f-618d9bfdafff6%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/formule-de-compte.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/formule-de-compte.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:35	281919/281919	---M-Z	200	added ('OK')	text/html	etag:%2244d3f-618d9da09f371%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/ouverture-de-compte-jeune.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/ouverture-de-compte-jeune.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:35	279452/279452	---M-Z	200	added ('OK')	text/html	etag:%224439c-618d98e5c7c01%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/ouverture-de-compte-mineur.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/ouverture-de-compte-mineur.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:35	250783/250783	---M-Z	200	added ('OK')	text/html	etag:%223d39f-618d9b68928f3%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/formule-de-compte-simplicite.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/formule-de-compte-simplicite.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:36	240338/240338	---M-Z	200	added ('OK')	text/html	etag:%223aad2-618da39c54b29%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/mobilite-bancaire.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/mobilite-bancaire.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:36	260153/260153	---M-Z	200	added ('OK')	text/html	etag:%223f839-618d9ef4a4522%22	https://www.labanquepostale.fr/particulier/assurer/assurances-au-quotidien.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/assurer/assurances-au-quotidien.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:39	399146/399146	---M-Z	200	added ('OK')	text/html	etag:%226172a-618d943ead5b4%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/cartes-bancaires/carte-realys.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/cartes-bancaires/carte-realys.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:39	275888/275888	---M-Z	200	added ('OK')	text/html	etag:W/%22435b0-618da7a9043f5%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/decouvert-autorise.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/comptes-bancaires/decouvert-autorise.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
04:41:39	410685/410685	---M-Z	200	added ('OK')	text/html	etag:%226443d-618d9284dd82c%22	https://www.labanquepostale.fr/particulier/comptes-et-cartes/cartes-bancaires/carte-visa-classic.html	C:/Users/HP/OneDrive/Bureau/clone%20banque%20postale/la%20banque%20postale/www.labanquepostale.fr/particulier/comptes-et-cartes/cartes-bancaires/carte-visa-classic.html	(from https://www.labanquepostale.fr/particulier/faq-centre-aide.html)
